train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
798899,0.001,0.09388479590415955,799000,,,,52.80405044555664,,,100.0,-40.44632992
799099,0.001,0.07308978587388992,799200,11673,68,-39.08160917,52.59844970703125,100.0,7992,,
799399,0.001,0.08601197600364685,799500,,,,52.910987854003906,,,100.0,-41.402456140000005
799499,0.001,0.0821063220500946,799600,11680,68,-39.29581972999999,52.7076416015625,100.0,7996,,
799899,0.001,0.116828054189682,800000,,,,52.58373260498047,,,100.0,-41.7082528
,,,800000,11686,68,-38.946529729999995,,100.0,8000,,
800299,0.001,0.11162404716014862,800400,11689,68,-38.96868595,52.96892547607422,100.0,8004,,
800399,0.001,0.09871344268321991,800500,,,,53.27134323120117,,,100.0,-45.14617444
800699,0.001,0.08649703860282898,800800,11696,68,-39.126403380000006,52.76076889038086,100.0,8008,,
800899,0.001,0.09757266193628311,801000,,,,52.795982360839844,,,100.0,-40.12783224
801099,0.001,0.10892738401889801,801200,11703,68,-39.41880831,52.872901916503906,100.0,8012,,
801399,0.001,0.10427290201187134,801500,,,,52.90836715698242,,,100.0,-41.278317200000004
801499,0.001,0.13329249620437622,801600,11709,68,-39.57547114,53.22294616699219,100.0,8016,,
801899,0.001,0.09412826597690582,802000,,,,53.265403747558594,,,100.0,-42.88332557999999
,,,802000,11716,68,-39.80581728999999,,100.0,8020,,
802299,0.001,0.11040662229061127,802400,11718,68,-40.02431636,52.83428192138672,100.0,8024,,
802399,0.001,0.0978093296289444,802500,,,,53.10823059082031,,,100.0,-45.635971239999996
802699,0.001,0.09491966664791107,802800,11725,68,-40.11184514,53.06304931640625,100.0,8028,,
802899,0.001,0.2512507736682892,803000,,,,52.66633224487305,,,100.0,-42.463382
803099,0.001,0.12736618518829346,803200,11732,68,-40.36871677,52.91468811035156,100.0,8032,,
803399,0.001,0.09535276889801025,803500,,,,52.83613586425781,,,100.0,-42.01534184
803499,0.001,0.09415249526500702,803600,11739,68,-40.457618769999996,53.37308883666992,100.0,8036,,
803899,0.001,0.09690625220537186,804000,,,,53.269168853759766,,,100.0,-42.89339648
,,,804000,11745,68,-40.576129609999995,,100.0,8040,,
804299,0.001,0.11687701940536499,804400,11748,68,-41.071596129999996,52.880760192871094,100.0,8044,,
804399,0.001,0.10723774880170822,804500,,,,52.581825256347656,,,100.0,-41.290741800000006
804699,0.001,0.10825273394584656,804800,11754,68,-41.16003467999999,52.96335220336914,100.0,8048,,
804899,0.001,0.08948386460542679,805000,,,,52.58620071411133,,,100.0,-41.77553462
805099,0.001,0.09502912312746048,805200,11761,68,-41.47083903,52.69451904296875,100.0,8052,,
805399,0.001,0.0996227115392685,805500,,,,53.40235900878906,,,100.0,-41.371897520000005
805499,0.001,0.08375425636768341,805600,11768,68,-41.50627671,52.579620361328125,100.0,8056,,
805899,0.001,0.13825678825378418,806000,,,,52.830657958984375,,,100.0,-42.54118721999999
,,,806000,11775,68,-41.52206814,,100.0,8060,,
806299,0.001,0.08615022152662277,806400,11777,68,-41.54708015,52.741905212402344,100.0,8064,,
806399,0.001,0.09514282643795013,806500,,,,53.323997497558594,,,100.0,-40.2796713
806699,0.001,0.09599361568689346,806800,11784,68,-41.42597764,52.926963806152344,100.0,8068,,
806899,0.001,0.2105269730091095,807000,,,,52.737709045410156,,,100.0,-43.592216580000006
807099,0.001,0.08011412620544434,807200,11790,68,-41.7889531,52.805442810058594,100.0,8072,,
807399,0.001,0.09598958492279053,807500,,,,52.91363525390625,,,100.0,-39.79809349999999
807499,0.001,0.10960370302200317,807600,11797,68,-42.173343509999995,53.02518844604492,100.0,8076,,
807899,0.001,0.16379588842391968,808000,,,,52.64246368408203,,,100.0,-44.51536814
,,,808000,11804,68,-42.38083511,,100.0,8080,,
808299,0.001,0.07374730706214905,808400,11806,68,-42.519088370000006,52.832122802734375,100.0,8084,,
808399,0.001,0.10502780973911285,808500,,,,52.901519775390625,,,100.0,-45.819969920000005
808699,0.001,0.08662304282188416,808800,11813,68,-42.55645126,52.64731979370117,100.0,8088,,
808899,0.001,0.06934724003076553,809000,,,,53.0577392578125,,,100.0,-46.398200100000004
809099,0.001,0.07705791294574738,809200,11819,68,-42.68656248,52.790733337402344,100.0,8092,,
809399,0.001,0.08103418350219727,809500,,,,52.48377227783203,,,100.0,-43.26545521999999
809499,0.001,0.09757132083177567,809600,11826,68,-42.306825440000004,52.66370391845703,100.0,8096,,
809899,0.001,0.09154453128576279,810000,,,,52.432823181152344,,,100.0,-41.766483539999996
,,,810000,11833,68,-42.873912870000005,,100.0,8100,,
810299,0.001,0.10063790529966354,810400,11836,68,-42.996976909999994,52.90569305419922,100.0,8104,,
810399,0.001,0.168943852186203,810500,,,,52.55625915527344,,,100.0,-46.88403702000001
810699,0.001,0.12048859894275665,810800,11842,68,-43.127825750000014,52.74491882324219,100.0,8108,,
810899,0.001,0.10456100106239319,811000,,,,52.52337646484375,,,100.0,-49.052351720000004
811099,0.001,0.0772375762462616,811200,11849,68,-43.170254539999995,52.711856842041016,100.0,8112,,
811399,0.001,0.09428076446056366,811500,,,,52.639915466308594,,,100.0,-44.96660086
811499,0.001,0.10938748717308044,811600,11855,68,-43.39021360999999,52.63994216918945,100.0,8116,,
811899,0.001,0.09880977869033813,812000,,,,52.742919921875,,,100.0,-47.03422622
,,,812000,11862,68,-43.469029660000004,,100.0,8120,,
812299,0.001,0.1213153749704361,812400,11865,68,-43.54430817,53.12528610229492,100.0,8124,,
812399,0.001,0.09585532546043396,812500,,,,53.10210418701172,,,100.0,-43.34394804000001
812699,0.001,0.0972772091627121,812800,11871,68,-43.84383472,52.7373161315918,100.0,8128,,
812899,0.001,0.12322022765874863,813000,,,,53.057838439941406,,,100.0,-45.37356138
813099,0.001,0.1338118016719818,813200,11878,68,-44.03419366000001,53.10972595214844,100.0,8132,,
813399,0.001,0.09601728618144989,813500,,,,53.12867736816406,,,100.0,-48.86264538000001
813499,0.001,0.11324626207351685,813600,11884,68,-44.07219040000002,52.92210388183594,100.0,8136,,
813899,0.001,0.09778903424739838,814000,,,,53.06129455566406,,,100.0,-47.195455939999995
,,,814000,11891,68,-43.84792722,,100.0,8140,,
814299,0.001,0.1482752561569214,814400,11894,68,-43.80749005999999,52.98395538330078,100.0,8144,,
814399,0.001,0.15768182277679443,814500,,,,53.31836700439453,,,100.0,-42.92679294
814699,0.001,0.13422942161560059,814800,11901,68,-43.967395040000014,53.103477478027344,100.0,8148,,
814899,0.001,0.09861591458320618,815000,,,,53.104957580566406,,,100.0,-51.713239640000005
815099,0.001,0.35840505361557007,815200,11907,68,-43.97904102,53.384239196777344,100.0,8152,,
815399,0.001,0.1065005362033844,815500,,,,53.38623809814453,,,100.0,-44.29331929999999
815499,0.001,0.1066831648349762,815600,11914,68,-44.21414536,53.08293914794922,100.0,8156,,
815899,0.001,0.12073493003845215,816000,,,,53.316829681396484,,,100.0,-42.543135539999994
,,,816000,11920,68,-44.283073059999985,,100.0,8160,,
816299,0.001,0.1578744351863861,816400,11923,68,-44.58354107,53.49665832519531,100.0,8164,,
816399,0.001,0.12880560755729675,816500,,,,53.427127838134766,,,100.0,-43.7816946
816699,0.001,0.1555960476398468,816800,11930,68,-44.70909326,53.07826614379883,100.0,8168,,
816899,0.001,0.12410160899162292,817000,,,,53.355796813964844,,,100.0,-41.386727719999996
817099,0.001,0.1428242027759552,817200,11936,68,-44.3693671,53.35693359375,100.0,8172,,
817399,0.001,0.1368211805820465,817500,,,,52.56050109863281,,,100.0,-45.898432039999996
817499,0.001,0.11259813606739044,817600,11943,68,-44.07426288,52.854312896728516,100.0,8176,,
817899,0.001,0.12222033739089966,818000,,,,53.141014099121094,,,100.0,-44.47630712
,,,818000,11950,68,-43.949496589999995,,100.0,8180,,
818299,0.001,0.13795959949493408,818400,11952,68,-43.957454799999994,52.768531799316406,100.0,8184,,
818399,0.001,0.12267294526100159,818500,,,,53.775840759277344,,,100.0,-50.442962820000005
818699,0.001,0.13227108120918274,818800,11959,68,-44.13414441999999,53.579498291015625,100.0,8188,,
818899,0.001,0.12233084440231323,819000,,,,53.24692916870117,,,100.0,-59.23017017999999
819099,0.001,0.12042343616485596,819200,11966,68,-44.58630528,53.04995346069336,100.0,8192,,
819399,0.001,0.15492653846740723,819500,,,,53.251792907714844,,,100.0,-56.809593220000004
819499,0.001,0.12630653381347656,819600,11973,68,-45.847005469999985,53.339385986328125,100.0,8196,,
819899,0.001,0.1464810073375702,820000,,,,53.11759567260742,,,100.0,-62.949260880000004
,,,820000,11979,68,-46.75455120999999,,100.0,8200,,
820299,0.001,0.21552032232284546,820400,11982,68,-47.335529699999995,53.145545959472656,100.0,8204,,
820399,0.001,0.14758989214897156,820500,,,,53.17147445678711,,,100.0,-63.317224079999995
820699,0.001,0.1689724624156952,820800,11988,68,-47.80824101,53.1536865234375,100.0,8208,,
820899,0.001,0.16167768836021423,821000,,,,53.076412200927734,,,100.0,-57.5565648
821099,0.001,0.2277444750070572,821200,11995,68,-48.383267610000004,52.942909240722656,100.0,8212,,
821399,0.001,0.13350629806518555,821500,,,,53.29343795776367,,,100.0,-51.99208586
821499,0.001,0.19051192700862885,821600,12002,68,-48.62003092,53.054115295410156,100.0,8216,,
821899,0.001,0.1505597084760666,822000,,,,53.16895294189453,,,100.0,-66.7153003
,,,822000,12008,68,-48.638874570000006,,100.0,8220,,
822299,0.001,0.16112342476844788,822400,12011,68,-49.24347100999999,53.24176025390625,100.0,8224,,
822399,0.001,0.1814107596874237,822500,,,,53.50677490234375,,,100.0,-64.23974796
822699,0.001,0.1883605718612671,822800,12017,68,-49.72381831,53.504478454589844,100.0,8228,,
822899,0.001,0.16590118408203125,823000,,,,53.05720520019531,,,100.0,-54.41602328
823099,0.001,0.17164501547813416,823200,12024,68,-49.50764426,53.12671661376953,100.0,8232,,
823399,0.001,0.16797316074371338,823500,,,,53.80473709106445,,,100.0,-59.16852033999999
823499,0.001,0.16053368151187897,823600,12030,68,-49.769782109999994,53.20679473876953,100.0,8236,,
823899,0.001,0.16266204416751862,824000,,,,53.64784240722656,,,100.0,-60.6824467
,,,824000,12037,68,-50.649337800000005,,100.0,8240,,
824299,0.001,0.1734301745891571,824400,12040,68,-50.875613390000005,53.557899475097656,100.0,8244,,
824399,0.001,0.16746081411838531,824500,,,,53.36164093017578,,,100.0,-55.9175888
824699,0.001,0.19836954772472382,824800,12046,68,-51.14114788999999,53.40740203857422,100.0,8248,,
824899,0.001,0.14659911394119263,825000,,,,53.146820068359375,,,100.0,-51.95175772
825099,0.001,0.1528586447238922,825200,12053,68,-51.46195713,53.134429931640625,100.0,8252,,
825399,0.001,0.2129056453704834,825500,,,,53.213829040527344,,,100.0,-76.72063868000001
825499,0.001,0.1833428144454956,825600,12060,68,-51.90093173000001,53.17120361328125,100.0,8256,,
825899,0.001,0.15589624643325806,826000,,,,52.555747985839844,,,100.0,-59.37170044
,,,826000,12066,68,-52.279117799999995,,100.0,8260,,
826299,0.001,0.14495591819286346,826400,12069,68,-52.183296399999996,53.377037048339844,100.0,8264,,
826399,0.001,0.12156786024570465,826500,,,,53.086181640625,,,100.0,-49.36758808
826699,0.001,0.1334804892539978,826800,12076,68,-52.34104209,52.3729248046875,100.0,8268,,
826899,0.001,0.11478021740913391,827000,,,,52.79447937011719,,,100.0,-49.89518585999999
827099,0.001,0.11795392632484436,827200,12082,68,-52.62101195,52.18678283691406,100.0,8272,,
827399,0.001,0.10499297082424164,827500,,,,52.510841369628906,,,100.0,-48.11936808
827499,0.001,0.10026679188013077,827600,12089,68,-52.80446196999999,52.152496337890625,100.0,8276,,
827899,0.001,0.08880607783794403,828000,,,,52.137672424316406,,,100.0,-44.7610426
,,,828000,12096,68,-53.08471888,,100.0,8280,,
828299,0.001,0.14918489754199982,828400,12098,68,-53.21828793,51.93596649169922,100.0,8284,,
828399,0.001,0.10688009113073349,828500,,,,52.625831604003906,,,100.0,-45.23689164
828699,0.001,0.0948185920715332,828800,12105,68,-52.77552465000001,52.32976150512695,100.0,8288,,
828899,0.001,0.07484667003154755,829000,,,,52.05094528198242,,,100.0,-45.3125791
829099,0.001,0.08688865602016449,829200,12112,68,-52.869933800000005,51.81013488769531,100.0,8292,,
829399,0.001,0.088760606944561,829500,,,,51.73506546020508,,,100.0,-46.50264006
829499,0.001,0.07627953588962555,829600,12118,68,-52.000156229999995,51.99201202392578,100.0,8296,,
829899,0.001,0.09807224571704865,830000,,,,52.10246276855469,,,100.0,-44.92049308000001
,,,830000,12125,68,-50.64883315,,100.0,8300,,
830299,0.001,0.10913039743900299,830400,12127,68,-50.19322093000001,51.24673843383789,100.0,8304,,
830399,0.001,0.07822221517562866,830500,,,,52.129486083984375,,,100.0,-50.3915006
830699,0.001,0.08382027596235275,830800,12134,68,-49.45614890000001,51.82775115966797,100.0,8308,,
830899,0.001,0.10189525783061981,831000,,,,52.02399444580078,,,100.0,-44.41620236
831099,0.001,0.11331309378147125,831200,12141,68,-49.026532870000004,51.54796600341797,100.0,8312,,
831399,0.001,0.08799749612808228,831500,,,,52.054012298583984,,,100.0,-41.669911600000006
831499,0.001,0.10594497621059418,831600,12147,68,-48.64042185,51.955020904541016,100.0,8316,,
831899,0.001,0.10387079417705536,832000,,,,51.354888916015625,,,100.0,-41.75947008
,,,832000,12154,68,-48.52506545,,100.0,8320,,
832299,0.001,0.11117544770240784,832400,12157,68,-47.96703929,51.21785354614258,100.0,8324,,
832399,0.001,0.13563272356987,832500,,,,51.55377960205078,,,100.0,-40.70419548
832699,0.001,0.10135646164417267,832800,12163,68,-47.205852160000006,51.70410919189453,100.0,8328,,
832899,0.001,0.09112672507762909,833000,,,,51.34324645996094,,,100.0,-40.94326218
833099,0.001,0.18055230379104614,833200,12170,68,-47.072863700000006,51.59088897705078,100.0,8332,,
833399,0.001,0.1273326575756073,833500,,,,51.620235443115234,,,100.0,-39.143058939999996
833499,0.001,0.1005556657910347,833600,12176,68,-46.592223589999996,51.43956756591797,100.0,8336,,
833899,0.001,0.11965036392211914,834000,,,,51.11396789550781,,,100.0,-39.87287648
,,,834000,12183,68,-45.694097150000005,,100.0,8340,,
834299,0.001,0.09753044694662094,834400,12186,68,-45.23858815,51.225738525390625,100.0,8344,,
834399,0.001,0.08416718244552612,834500,,,,51.483001708984375,,,100.0,-38.849236340000004
834699,0.001,0.09603600203990936,834800,12193,68,-44.82975584,51.02949905395508,100.0,8348,,
834899,0.001,0.09426249563694,835000,,,,51.5395622253418,,,100.0,-39.182205460000006
835099,0.001,0.09959335625171661,835200,12199,68,-44.169257580000014,51.507938385009766,100.0,8352,,
835399,0.001,0.1187945008277893,835500,,,,51.32428741455078,,,100.0,-38.8458379
835499,0.001,0.07219881564378738,835600,12206,68,-43.60637644000001,50.76459503173828,100.0,8356,,
835899,0.001,0.08309060335159302,836000,,,,51.259986877441406,,,100.0,-41.253098099999995
,,,836000,12213,68,-43.186845520000006,,100.0,8360,,
836299,0.001,0.12433546781539917,836400,12215,68,-42.95581115,50.852317810058594,100.0,8364,,
836399,0.001,0.11497856676578522,836500,,,,50.620269775390625,,,100.0,-38.063155939999994
836699,0.001,0.12040859460830688,836800,12222,68,-42.725281550000005,50.92364501953125,100.0,8368,,
836899,0.001,0.0655520111322403,837000,,,,51.146080017089844,,,100.0,-40.774431719999995
837099,0.001,0.08167003095149994,837200,12229,68,-42.40042856000001,50.83644104003906,100.0,8372,,
837399,0.001,0.09921953082084656,837500,,,,51.0742073059082,,,100.0,-41.0396166
837499,0.001,0.11543192714452744,837600,12236,68,-42.18927914000001,50.92424011230469,100.0,8376,,
837899,0.001,0.09807247668504715,838000,,,,51.42655944824219,,,100.0,-40.88482129999999
,,,838000,12242,68,-41.85212748000001,,100.0,8380,,
838299,0.001,0.10592172294855118,838400,12245,68,-41.618493089999994,50.98539733886719,100.0,8384,,
838399,0.001,0.09385090321302414,838500,,,,50.657127380371094,,,100.0,-40.48261778
838699,0.001,0.13181689381599426,838800,12251,68,-41.971629990000004,50.89353942871094,100.0,8388,,
838899,0.001,0.08967608958482742,839000,,,,50.90270233154297,,,100.0,-41.57208258000001
839099,0.001,0.08055901527404785,839200,12258,68,-41.344363859999994,51.11885070800781,100.0,8392,,
839399,0.001,0.0899960845708847,839500,,,,50.69865417480469,,,100.0,-42.86137882
839499,0.001,0.10665658116340637,839600,12264,68,-41.50745976,50.79457092285156,100.0,8396,,
839899,0.001,0.11614386737346649,840000,,,,50.71548080444336,,,100.0,-43.19249017999999
,,,840000,12271,68,-41.87312290999999,,100.0,8400,,
840299,0.001,0.13311529159545898,840400,12274,68,-41.65058875,50.60938262939453,100.0,8404,,
840399,0.001,0.20447251200675964,840500,,,,50.999820709228516,,,100.0,-43.689959980000005
840699,0.001,0.08758340030908585,840800,12280,68,-41.7855311,51.13852310180664,100.0,8408,,
840899,0.001,0.08132337778806686,841000,,,,50.82881164550781,,,100.0,-43.06344575999999
841099,0.001,0.10052821785211563,841200,12287,68,-41.41745936,50.7010612487793,100.0,8412,,
841399,0.001,0.13727983832359314,841500,,,,50.658424377441406,,,100.0,-45.474205960000006
841499,0.001,0.18639495968818665,841600,12294,68,-41.293420399999995,50.59210968017578,100.0,8416,,
841899,0.001,0.09415653347969055,842000,,,,50.84890365600586,,,100.0,-40.164405280000004
,,,842000,12300,68,-41.16251503,,100.0,8420,,
842299,0.001,0.1406971961259842,842400,12303,68,-41.1054721,50.790008544921875,100.0,8424,,
842399,0.001,0.17309880256652832,842500,,,,51.20989227294922,,,100.0,-41.27228658
842699,0.001,0.08587463945150375,842800,12310,68,-40.84760994,50.56247329711914,100.0,8428,,
842899,0.001,0.09443985670804977,843000,,,,50.39940643310547,,,100.0,-40.0608712
843099,0.001,0.10863602161407471,843200,12316,68,-40.95785702,50.66823959350586,100.0,8432,,
843399,0.001,0.09958525002002716,843500,,,,50.53913879394531,,,100.0,-39.492292979999995
843499,0.001,0.09986113011837006,843600,12323,68,-41.0978803,50.43750762939453,100.0,8436,,
843899,0.001,0.5667075514793396,844000,,,,50.37826919555664,,,100.0,-39.729443620000005
,,,844000,12330,68,-41.45802697999999,,100.0,8440,,
844299,0.001,0.0824505090713501,844400,12332,68,-41.35983824,50.67835235595703,100.0,8444,,
844399,0.001,0.11100152134895325,844500,,,,50.13117599487305,,,100.0,-38.991948699999995
844699,0.001,0.10242605954408646,844800,12339,68,-41.24268414,50.27663040161133,100.0,8448,,
844899,0.001,0.11448054015636444,845000,,,,50.58213806152344,,,100.0,-38.001655899999996
845099,0.001,0.10640370100736618,845200,12346,68,-41.352146090000005,50.92369842529297,100.0,8452,,
845399,0.001,0.0991106629371643,845500,,,,50.84916305541992,,,100.0,-37.97669812
845499,0.001,0.12804961204528809,845600,12352,68,-41.34626665,50.74180221557617,100.0,8456,,
